NcbiTaxSpeciesId,ScientificName,Strain,Synonyms
1307,Streptococcus suis,SS9-P10,
1307,Streptococcus suis,ST1,
1307,Streptococcus suis,ST7 serotype 2 strain SC84,SC84
1307,Streptococcus suis,ZY05719,
1349,Streptococcus uberis,UT888,
1930,Streptomyces scabiei,87.22,
85558,Streptomyces turgidiscabies,Car8,
5811,Toxoplasma gondii,GT1,
5811,Toxoplasma gondii,PLK,
5811,Toxoplasma gondii,Prugniaud,
5811,Toxoplasma gondii,PruΔKu80 (type II Prugniaud strain),
5811,Toxoplasma gondii,PRY225,
5811,Toxoplasma gondii,RH,
5811,Toxoplasma gondii,RHΔKu80,
5811,Toxoplasma gondii,RHΔKu80 (type I RH strain),
5811,Toxoplasma gondii,TgHB2,
5811,Toxoplasma gondii,type Chinese 1 strain WH3,WH3
5811,Toxoplasma gondii,type II strain ME49,ME49
158,Treponema denticola,ATCC 35405,
29875,Trichoderma virens,Gv29-8,
29875,Trichoderma virens,Tv10.4,
523103,Trichophyton mentagrophytes,360-A,"ATCC 16424, M1804, PYCC 4527"
5551,Trichophyton rubrum,NFI 5146,
5551,Trichophyton rubrum,NFI 5150,
5551,Trichophyton rubrum,NFI 5166,
5691,Trypanosoma brucei,427,
5693,Trypanosoma cruzi,CL Brener,
5693,Trypanosoma cruzi,Tulahuen,
5693,Trypanosoma cruzi,Y,
1159556,Ustilaginoidea virens,P1,
120017,Ustilago hordei,Uh364,
120017,Ustilago hordei,Uh365,
5270,Ustilago maydis,1/2,
5270,Ustilago maydis,1/52,
5270,Ustilago maydis,15/7,
5270,Ustilago maydis,2/9,
5270,Ustilago maydis,512,
5270,Ustilago maydis,518,
5270,Ustilago maydis,521,
5270,Ustilago maydis,AB31,
5270,Ustilago maydis,AB33,
5270,Ustilago maydis,Bub8,
5270,Ustilago maydis,CL13,
5270,Ustilago maydis,d132,
5270,Ustilago maydis,FB1,
5270,Ustilago maydis,FB2,ATCC 201384
5270,Ustilago maydis,FBD11,
5270,Ustilago maydis,HA103,
5270,Ustilago maydis,HA1033,
5270,Ustilago maydis,HA232,
5270,Ustilago maydis,LV54,
5270,Ustilago maydis,LV7,
5270,Ustilago maydis,SG200,
5270,Ustilago maydis,SG200AM1,
105487,Valsa mali,03-8,
5025,Venturia inaequalis,WC,
27337,Verticillium dahliae,12008,
27337,Verticillium dahliae,70V,
27337,Verticillium dahliae,70wt-r1,
27337,Verticillium dahliae,Dvd-T5,
27337,Verticillium dahliae,JR2,
27337,Verticillium dahliae,V592,
27337,Verticillium dahliae,Vd080,
27337,Verticillium dahliae,Vd8,
27337,Verticillium dahliae,Vd9,
27337,Verticillium dahliae,Vd991,V991
27337,Verticillium dahliae,VDG1,
27337,Verticillium dahliae,VdLs.17,
27337,Verticillium dahliae,XS11,
100787,Verticillium longisporum,Vl43,
28171,Vibrio aestuarianus,07_115,
55601,Vibrio anguillarum,M93Sm,
680,Vibrio campbellii,BB120,ATCC BAA-1116
666,Vibrio cholerae,C6706,
666,Vibrio cholerae,El Tor,
666,Vibrio cholerae,El Tor Ogawa,
666,Vibrio cholerae,JB58 (Sm<r> ΔlacZ),JB58
666,Vibrio cholerae,O395,
666,Vibrio cholerae,PSU 966,
666,Vibrio cholerae,race 5,
666,Vibrio cholerae,S2CHK17,
666,Vibrio cholerae,serotype O1 strain El Tor A1552,A1552
666,Vibrio cholerae,serotype O1 strain El Tor N16961,N16961
666,Vibrio cholerae,SIO,
669,Vibrio harveyi,BB120,
669,Vibrio harveyi,SF-1,
670,Vibrio parahaemolyticus,ATCC 33847,"11590, 279"
670,Vibrio parahaemolyticus,RIMD 2210633,
212663,Vibrio tasmaniensis,LGP32,
672,Vibrio vulnificus,CDC B9629,"324, ATCC 27562"
672,Vibrio vulnificus,CECT4999,
672,Vibrio vulnificus,CMCP6,
672,Vibrio vulnificus,CMCP6 ΔvvhA Rif<r>,
672,Vibrio vulnificus,CMCP6rif,
672,Vibrio vulnificus,MO6-24/O,
672,Vibrio vulnificus,YJ016,
29447,Xanthomonas albilineans,XaFL07-1,
53413,Xanthomonas axonopodis,pv. citri,
53413,Xanthomonas axonopodis,pv. glycines strain 8ra,"8ra, Xag 8ra"
53413,Xanthomonas axonopodis,pv. manihotis strain CFBP1851,CFBP1851
53413,Xanthomonas axonopodis,pv. punicae strain ITCCBD0003,ITCCBD0003
339,Xanthomonas campestris,97-2,
339,Xanthomonas campestris,pv. campestris strain 17,17
339,Xanthomonas campestris,pv. campestris strain 8004,8004
339,Xanthomonas campestris,pv. campestris strain B186,B186
339,Xanthomonas campestris,pv. campestris strain Xc1,Xc1
339,Xanthomonas campestris,pv. campestris strain Xc17,Xc17
339,Xanthomonas campestris,pv. campestris strain Xc17(pRK415),Xc17(pRK415)
339,Xanthomonas campestris,pv. campestris strain Xcc17,Xcc17
339,Xanthomonas campestris,pv. campestris strain XcFC2,XcFC2
339,Xanthomonas campestris,pv. vesicatoria strain 85-10,85-10
339,Xanthomonas campestris,pv. vesicatoria strain Bv5-4a,Bv5-4a
339,Xanthomonas campestris,pv. vesicatoria strain Ds1,Ds1
346,Xanthomonas citri,subsp. citri,
346,Xanthomonas citri,subsp. citri strain 306,306
346,Xanthomonas citri,subsp. citri strain 99-1330,99-1330
346,Xanthomonas citri,subsp. citri strain Xcc99-1330,Xcc99-1330
346,Xanthomonas citri,subsp. citri strain XW19,XW19
346,Xanthomonas citri,subsp. malvacearum strain H1005,H1005
456327,Xanthomonas euvesicatoria,UPB139,
56454,Xanthomonas hortorum,pv. pelargonii strain 305,305
347,Xanthomonas oryzae,BAI3,
347,Xanthomonas oryzae,pv. oryzae,
347,Xanthomonas oryzae,pv. oryzae strain 13751,13751
347,Xanthomonas oryzae,pv. oryzae strain BXO1,BXO1
347,Xanthomonas oryzae,pv. oryzae strain BXO43,BXO43
347,Xanthomonas oryzae,pv. oryzae strain IR42,IR42
347,Xanthomonas oryzae,pv. oryzae strain KACC 10331,KACC 10331
347,Xanthomonas oryzae,pv. oryzae strain MAFF 311018,MAFF 311018
347,Xanthomonas oryzae,pv. oryzae strain PXO124,PXO124
347,Xanthomonas oryzae,pv. oryzae strain PXO99,PXO99
347,Xanthomonas oryzae,pv. oryzae strain PXO99A,PXO99A
347,Xanthomonas oryzae,pv. oryzae strain X11-5A,X11-5A
347,Xanthomonas oryzae,pv. oryzae strain XKK.12,XKK.12
347,Xanthomonas oryzae,pv. oryzae strain ZJ173,ZJ173
347,Xanthomonas oryzae,pv. oryzicola,
347,Xanthomonas oryzae,pv. oryzicola strain BLS256,BLS256
347,Xanthomonas oryzae,pv. oryzicola strain GX01,GX01
347,Xanthomonas oryzae,pv. oryzicola strain MAI10,MAI10
347,Xanthomonas oryzae,pv. oryzicola strain RS105,RS105
347,Xanthomonas oryzae,X11-5A,
343,Xanthomonas translucens,pv. graminis strain ART-Xtg29,ART-Xtg29
628,Xenorhabdus nematophila,ATCC 19061,
628,Xenorhabdus nematophila,F1,
2371,Xylella fastidiosa,9a5c,
2371,Xylella fastidiosa,EB92-1,
2371,Xylella fastidiosa,Fetzer,
2371,Xylella fastidiosa,Stag's Leap,
2371,Xylella fastidiosa,Temecula,
2371,Xylella fastidiosa,Temecula1,
2371,Xylella fastidiosa,TemeculaL,
2371,Xylella fastidiosa,WM1-1,
630,Yersinia enterocolitica,JB580v,
630,Yersinia enterocolitica,serotype O:3 strain 6471/76,6471/76
630,Yersinia enterocolitica,serotype O:8,
630,Yersinia enterocolitica,WA-314,
630,Yersinia enterocolitica,YE12/03,
632,Yersinia pestis,201,
632,Yersinia pestis,91001,
632,Yersinia pestis,biovar Microtus strain 91001,91001
632,Yersinia pestis,CO92,
632,Yersinia pestis,GB,
632,Yersinia pestis,KIM/D27,
632,Yersinia pestis,KIM1001,
632,Yersinia pestis,KIM5,
632,Yersinia pestis,KIM6+,
633,Yersinia pseudotuberculosis,32777,
633,Yersinia pseudotuberculosis,488,
633,Yersinia pseudotuberculosis,IP2666,
633,Yersinia pseudotuberculosis,IP32953,
633,Yersinia pseudotuberculosis,YPIII,
633,Yersinia pseudotuberculosis,YPIII/pIB102,YPIII(pIB102)
29486,Yersinia ruckeri,150,
1047171,Zymoseptoria tritici,Berdun 4,
1047171,Zymoseptoria tritici,IPO323,
1047171,Zymoseptoria tritici,IPO323 ΔKu70,
1047171,Zymoseptoria tritici,IPO323 ΔKu80,
1047171,Zymoseptoria tritici,K1562,
1047171,Zymoseptoria tritici,R6-31,
1047171,Zymoseptoria tritici,ST1/MBC,
1047171,Zymoseptoria tritici,V103.9,
1047171,Zymoseptoria tritici,V115.3,
1047171,Zymoseptoria tritici,V202.1,
1047171,Zymoseptoria tritici,V209.10,
1047171,Zymoseptoria tritici,V209.9,
1047171,Zymoseptoria tritici,V212.2,
1047171,Zymoseptoria tritici,V214.7,
1047171,Zymoseptoria tritici,ΔKu80,
