NcbiTaxSpeciesId,ScientificName,Strain,Synonyms
4565,Triticum aestivum,cv. Zhenmai 5,
4565,Triticum aestivum,cv. Zhongyuan 98-68,
4565,Triticum aestivum,cv. Zhoumai 24,
4565,Triticum aestivum,cv. Zhoumai 26,
4565,Triticum aestivum,cv. Zimai 1,
4565,Triticum aestivum,cv. Zimai 22,
4566,Triticum aestivum x triticum timopheevi,cv. Nandu,
4566,Triticum aestivum x triticum timopheevi,cv. Norm,
4566,Triticum aestivum x triticum timopheevi,cv. Zimai 2,
4571,Triticum turgidum,subsp. durum cv. Alkabo,cv. Alkabo
4571,Triticum turgidum,subsp. durum cv. Ben,cv. Ben
4571,Triticum turgidum,subsp. durum cv. Carpio,cv. Carpio
4571,Triticum turgidum,subsp. durum cv. Dilse,cv. Dilse
4571,Triticum turgidum,subsp. durum cv. Divide,cv. Divide
4571,Triticum turgidum,subsp. durum cv. Grenora,cv. Grenora
4571,Triticum turgidum,subsp. durum cv. Langdon,cv. Langdon
4571,Triticum turgidum,subsp. durum cv. Lebsock,cv. Lebsock
4571,Triticum turgidum,subsp. durum cv. Mountrail,cv. Mountrail
4571,Triticum turgidum,subsp. durum cv. Pierce,cv. Pierce
4571,Triticum turgidum,subsp. durum cv. Rusty,cv. Rusty
4571,Triticum turgidum,subsp. durum cv. Tioga,cv. Tioga
29760,Vitis vinifera,cv. Cabernet Sauvignon,
29760,Vitis vinifera,cv. Carignane,
29760,Vitis vinifera,cv. Chardonnay,
29760,Vitis vinifera,cv. Thompson Seedless,
94108,Zantedeschia elliottiana,cv. Black Magic,
4577,Zea mays,cv. B73,
4577,Zea mays,cv. B75,
4577,Zea mays,cv. Cacahuazintle,
4577,Zea mays,cv. CML247,
4577,Zea mays,cv. CML264,
4577,Zea mays,cv. CML277,
4577,Zea mays,cv. CML52,
4577,Zea mays,cv. CML9,
4577,Zea mays,cv. Creek White,
4577,Zea mays,cv. Early Golden Bantam,
4577,Zea mays,cv. EGB,
4577,Zea mays,cv. FS8A,
4577,Zea mays,cv. FS8B,
4577,Zea mays,cv. G80,
4577,Zea mays,cv. GEMS-0009,
4577,Zea mays,cv. Golden Bantam,
4577,Zea mays,cv. Golden Jubilee,
4577,Zea mays,cv. GS73CO,
4577,Zea mays,cv. H116,
4577,Zea mays,cv. Huangzao 4,Huangzao4
4577,Zea mays,cv. Jubilee,
4577,Zea mays,cv. Mikado,
4577,Zea mays,cv. ML287,
4577,Zea mays,cv. Nathan,
4577,Zea mays,cv. ND101,
4577,Zea mays,cv. ND253,
4577,Zea mays,cv. ND257,
4577,Zea mays,cv. ND301,
4577,Zea mays,cv. NYRD4058,
4577,Zea mays,cv. P737M20,
4577,Zea mays,cv. Pa760,
4577,Zea mays,cv. Pioneer 2375,
4577,Zea mays,cv. Pioneer 33D47,
4577,Zea mays,cv. R225,
4577,Zea mays,cv. SD40,
4577,Zea mays,cv. SD43,
4577,Zea mays,cv. SD44,
4577,Zea mays,cv. SD45,
4577,Zea mays,cv. Seneca Horizon,
4577,Zea mays,cv. Silver Queen,
4577,Zea mays,cv. Takanestar,
4577,Zea mays,cv. Truckers Favorite,
4577,Zea mays,cv. W570,
4577,Zea mays,cv. W64A,
4577,Zea mays,cv. W64A-N,
4577,Zea mays,cv. W64A-T,
4577,Zea mays,cv. W64ARpp9,
4577,Zea mays,subsp. mays,
4577,Zea mays,subsp. mays cv. A188,cv. A188
4577,Zea mays,subsp. mays cv. B73,cv. B73
4577,Zea mays,subsp. mays cv. Early Golden Bantam,cv. Early Golden Bantam
4577,Zea mays,subsp. mays cv. Golden Bantam,cv. Golden Bantam
4577,Zea mays,subsp. mays cv. Golden Jubilee,cv. Golden Jubilee
4577,Zea mays,subsp. mays cv. Huangzao 4,cv. Huangzao 4
4577,Zea mays,subsp. mays cv. Jubilee,cv. Jubilee
4577,Zea mays,subsp. mays cv. Nathan,cv. Nathan
4577,Zea mays,subsp. mays cv. Pa91,cv. Pa91
4577,Zea mays,subsp. mays cv. Pioneer 2375,cv. Pioneer 2375
4577,Zea mays,subsp. mays cv. Silver Queen,cv. Silver Queen
4577,Zea mays,subsp. mays cv. W23,cv. W23
4577,Zea mays,subsp. mays cv. W64A,cv. W64A
4577,Zea mays,subsp. mays cv. W64A-N,cv. W64A-N
4577,Zea mays,subsp. mays cv. W64A-T,cv. W64A-T
4577,Zea mays,subsp. mexicana,
4577,Zea mays,UH002 line,
